,SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,TAXON_ORDER,TAXON_GROUP,COM_NAME_CODES,SCI_NAME_CODES,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,FAMILY_CODE,EXTINCT,ebird_idx,inat_id,preferred_common_name,matched_term,name,photo_url,wikipedia_url
1453,Taphrolesbia griseiventris,Gray-bellied Comet,gybcom1,4461,Hummingbirds,GBCO,TAGR,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1490,6508,Gray-bellied Comet,Taphrolesbia griseiventris,Taphrolesbia griseiventris,https://inaturalist-open-data.s3.amazonaws.com/photos/43038872/medium.jpeg,http://en.wikipedia.org/wiki/Grey-bellied_comet
1454,Oreotrochilus chimborazo,Ecuadorian Hillstar,ecuhil1,4462,Hummingbirds,ECHI,ORCH,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1491,5853,Ecuadorian Hillstar,Oreotrochilus chimborazo,Oreotrochilus chimborazo,https://static.inaturalist.org/photos/197881344/medium.jpeg,http://en.wikipedia.org/wiki/Ecuadorian_hillstar
1455,Oreotrochilus cyanolaemus,Blue-throated Hillstar,buthil1,4465,Hummingbirds,BTHI,ORCY,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1492,956112,Blue-throated Hillstar,Oreotrochilus cyanolaemus,Oreotrochilus cyanolaemus,https://static.inaturalist.org/photos/147174562/medium.jpg,https://en.wikipedia.org/wiki/Blue-throated_hillstar
1456,Oreotrochilus stolzmanni,Green-headed Hillstar,andhil2,4466,Hummingbirds,GHHI,ORST,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1493,979841,Green-headed Hillstar,Oreotrochilus stolzmanni,Oreotrochilus stolzmanni,https://inaturalist-open-data.s3.amazonaws.com/photos/80972067/medium.jpg,https://en.wikipedia.org/wiki/Green-headed_hillstar
1457,Oreotrochilus melanogaster,Black-breasted Hillstar,blbhil1,4467,Hummingbirds,BBHI,ORME,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1494,5847,Black-breasted Hillstar,Oreotrochilus melanogaster,Oreotrochilus melanogaster,https://inaturalist-open-data.s3.amazonaws.com/photos/65144078/medium.jpg,http://en.wikipedia.org/wiki/Black-breasted_hillstar
1458,Oreotrochilus estella,Andean Hillstar,andhil3,4469,Hummingbirds,ANHI,ORES,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1495,979840,Andean Hillstar,Oreotrochilus estella,Oreotrochilus estella,https://inaturalist-open-data.s3.amazonaws.com/photos/59629809/medium.jpeg,https://en.wikipedia.org/wiki/Andean_hillstar
1459,Oreotrochilus leucopleurus,White-sided Hillstar,whshil1,4472,Hummingbirds,WSHI,ORLE,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1496,5848,White-sided Hillstar,Oreotrochilus leucopleurus,Oreotrochilus leucopleurus,https://inaturalist-open-data.s3.amazonaws.com/photos/110651287/medium.jpg,https://en.wikipedia.org/wiki/White-sided_hillstar
1460,Oreotrochilus adela,Wedge-tailed Hillstar,wethil1,4474,Hummingbirds,WTHI,ORAD,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1497,5846,Wedge-tailed Hillstar,Oreotrochilus adela,Oreotrochilus adela,https://inaturalist-open-data.s3.amazonaws.com/photos/7919682/medium.jpg,https://en.wikipedia.org/wiki/Wedge-tailed_hillstar
1461,Opisthoprora euryptera,Mountain Avocetbill,mouavo1,4476,Hummingbirds,MOAV,OPEU,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1498,6506,Mountain Avocetbill,Opisthoprora euryptera,Opisthoprora euryptera,https://inaturalist-open-data.s3.amazonaws.com/photos/207240816/medium.jpeg,http://en.wikipedia.org/wiki/Mountain_avocetbill
1462,Lesbia victoriae,Black-tailed Trainbearer,blttra1,4477,Hummingbirds,BTTR,LEVI,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1499,6023,Black-tailed Trainbearer,Lesbia victoriae,Lesbia victoriae,https://inaturalist-open-data.s3.amazonaws.com/photos/2337026/medium.png,http://en.wikipedia.org/wiki/Black-tailed_trainbearer
1463,Lesbia nuna,Green-tailed Trainbearer,grttra1,4481,Hummingbirds,GTTR,LENU,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1500,6017,Green-tailed Trainbearer,Lesbia nuna,Lesbia nuna,https://static.inaturalist.org/photos/312066018/medium.jpeg,http://en.wikipedia.org/wiki/Green-tailed_trainbearer
1464,Ramphomicron dorsale,Black-backed Thornbill,blbtho1,4490,Hummingbirds,BBTH,RADO,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1501,6302,Black-backed Thornbill,Ramphomicron dorsale,Ramphomicron dorsale,https://inaturalist-open-data.s3.amazonaws.com/photos/3115917/medium.jpg,http://en.wikipedia.org/wiki/Black-backed_thornbill
1465,Ramphomicron microrhynchum,Purple-backed Thornbill,pubtho1,4491,Hummingbirds,PBTH,RAMI,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1502,6297,Purple-backed Thornbill,Ramphomicron microrhynchum,Ramphomicron microrhynchum,https://inaturalist-open-data.s3.amazonaws.com/photos/109786470/medium.jpg,http://en.wikipedia.org/wiki/Purple-backed_thornbill
1466,Chalcostigma ruficeps,Rufous-capped Thornbill,ructho1,4496,Hummingbirds,RCTH,CHRU,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1503,5899,Rufous-capped Thornbill,Chalcostigma ruficeps,Chalcostigma ruficeps,https://inaturalist-open-data.s3.amazonaws.com/photos/1387434/medium.jpg,http://en.wikipedia.org/wiki/Rufous-capped_thornbill
1467,Chalcostigma olivaceum,Olivaceous Thornbill,olitho1,4497,Hummingbirds,OLTH,CHOL,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1504,5907,Olivaceous Thornbill,Chalcostigma olivaceum,Chalcostigma olivaceum,https://inaturalist-open-data.s3.amazonaws.com/photos/61438050/medium.jpg,http://en.wikipedia.org/wiki/Olivaceous_thornbill
1468,Chalcostigma stanleyi,Blue-mantled Thornbill,blmtho1,4500,Hummingbirds,BMTH,CHST,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1505,5903,Blue-mantled Thornbill,Chalcostigma stanleyi,Chalcostigma stanleyi,https://static.inaturalist.org/photos/146228707/medium.jpeg,http://en.wikipedia.org/wiki/Blue-mantled_thornbill
1469,Chalcostigma heteropogon,Bronze-tailed Thornbill,brttho1,4504,Hummingbirds,BTTH,CHHE,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1506,5898,Bronze-tailed Thornbill,Chalcostigma heteropogon,Chalcostigma heteropogon,https://inaturalist-open-data.s3.amazonaws.com/photos/11509656/medium.jpg,http://en.wikipedia.org/wiki/Bronze-tailed_thornbill
1470,Chalcostigma herrani,Rainbow-bearded Thornbill,rabtho1,4505,Hummingbirds,RBTH,CHHE,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1507,5900,Rainbow-bearded Thornbill,Chalcostigma herrani,Chalcostigma herrani,https://inaturalist-open-data.s3.amazonaws.com/photos/170857599/medium.jpeg,http://en.wikipedia.org/wiki/Rainbow-bearded_thornbill
1471,Oxypogon stuebelii,Buffy Helmetcrest,bufhel1,4508,Hummingbirds,BUHE,OXST,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1508,979853,Buffy Helmetcrest,Oxypogon stuebelii,Oxypogon stuebelii,https://inaturalist-open-data.s3.amazonaws.com/photos/65700653/medium.jpg,
1472,Oxypogon cyanolaemus,Blue-bearded Helmetcrest,bubhel1,4509,Hummingbirds,BBHE,OXCY,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1509,367516,Blue-bearded Helmetcrest,Oxypogon cyanolaemus,Oxypogon cyanolaemus,https://inaturalist-open-data.s3.amazonaws.com/photos/13520893/medium.jpeg,http://en.wikipedia.org/wiki/Blue-bearded_helmetcrest
1473,Oxypogon lindenii,White-bearded Helmetcrest,whbhel1,4510,Hummingbirds,WBHE,OXLI,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1510,367517,White-bearded Helmetcrest,Oxypogon lindenii,Oxypogon lindenii,https://inaturalist-open-data.s3.amazonaws.com/photos/117589054/medium.jpg,http://en.wikipedia.org/wiki/White-bearded_helmetcrest
1474,Oxypogon guerinii,Green-bearded Helmetcrest,gnbhel1,4511,Hummingbirds,GBHE,OXGU,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1511,6291,Green-bearded Helmetcrest,Oxypogon guerinii,Oxypogon guerinii,https://inaturalist-open-data.s3.amazonaws.com/photos/236915235/medium.jpeg,http://en.wikipedia.org/wiki/Green-bearded_helmetcrest
1475,Oreonympha nobilis,Bearded Mountaineer,beamou1,4513,Hummingbirds,EAMO BEMO,ORNO,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1512,6510,Bearded Mountaineer,Oreonympha nobilis,Oreonympha nobilis,https://inaturalist-open-data.s3.amazonaws.com/photos/9524726/medium.jpg,http://en.wikipedia.org/wiki/Bearded_mountaineer
1476,Metallura iracunda,Perija Metaltail,permet1,4516,Hummingbirds,PEME,MEIR,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1513,5581,Perijá Metaltail,Metallura iracunda,Metallura iracunda,https://inaturalist-open-data.s3.amazonaws.com/photos/12820469/medium.jpg,http://en.wikipedia.org/wiki/Perijá_metaltail
1477,Metallura tyrianthina,Tyrian Metaltail,tyrmet1,4517,Hummingbirds,TYME,METY,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1514,5572,Tyrian Metaltail,Metallura tyrianthina,Metallura tyrianthina,https://inaturalist-open-data.s3.amazonaws.com/photos/280357863/medium.jpeg,http://en.wikipedia.org/wiki/Tyrian_metaltail
1478,Metallura williami,Viridian Metaltail,virmet1,4527,Hummingbirds,VIME,MEWI,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1515,5582,Viridian Metaltail,Metallura williami,Metallura williami,https://static.inaturalist.org/photos/28175053/medium.jpeg,http://en.wikipedia.org/wiki/Viridian_metaltail
1479,Metallura baroni,Violet-throated Metaltail,vitmet1,4532,Hummingbirds,VTME,MEBA,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1516,5568,Violet-throated Metaltail,Metallura baroni,Metallura baroni,https://inaturalist-open-data.s3.amazonaws.com/photos/105322/medium.jpg,http://en.wikipedia.org/wiki/Violet-throated_metaltail
1480,Metallura odomae,Neblina Metaltail,nebmet1,4533,Hummingbirds,NEME,MEOD,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1517,5564,Neblina Metaltail,Metallura odomae,Metallura odomae,https://inaturalist-open-data.s3.amazonaws.com/photos/168232660/medium.jpeg,http://en.wikipedia.org/wiki/Neblina_metaltail
1481,Metallura theresiae,Coppery Metaltail,copmet1,4534,Hummingbirds,COME,METH,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1518,5569,Coppery Metaltail,Metallura theresiae,Metallura theresiae,https://inaturalist-open-data.s3.amazonaws.com/photos/12969955/medium.jpg,http://en.wikipedia.org/wiki/Coppery_metaltail
1482,Metallura eupogon,Fire-throated Metaltail,fitmet1,4537,Hummingbirds,FTME,MEEU,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1519,5580,Fire-throated Metaltail,Metallura eupogon,Metallura eupogon,https://inaturalist-open-data.s3.amazonaws.com/photos/106418375/medium.jpeg,http://en.wikipedia.org/wiki/Fiery-throated_metaltail
1483,Metallura aeneocauda,Scaled Metaltail,scamet1,4538,Hummingbirds,SCME,MEAE,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1520,5565,Scaled Metaltail,Metallura aeneocauda,Metallura aeneocauda,https://inaturalist-open-data.s3.amazonaws.com/photos/231079378/medium.jpg,http://en.wikipedia.org/wiki/Scaled_metaltail
1484,Metallura phoebe,Black Metaltail,blamet1,4541,Hummingbirds,BLME,MEPH,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1521,5587,Black Metaltail,Metallura phoebe,Metallura phoebe,https://inaturalist-open-data.s3.amazonaws.com/photos/70653289/medium.jpeg,http://en.wikipedia.org/wiki/Black_metaltail
1485,Haplophaedia aureliae,Greenish Puffleg,grepuf1,4543,Hummingbirds,,HAAU,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1522,6263,Greenish Puffleg,Haplophaedia aureliae,Haplophaedia aureliae,https://inaturalist-open-data.s3.amazonaws.com/photos/236736632/medium.jpeg,http://en.wikipedia.org/wiki/Greenish_puffleg
1486,Haplophaedia assimilis,Buff-thighed Puffleg,butpuf1,4550,Hummingbirds,BTPU,HAAS,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1523,6259,Buff-thighed Puffleg,Haplophaedia assimilis,Haplophaedia assimilis,https://inaturalist-open-data.s3.amazonaws.com/photos/163135189/medium.jpg,http://en.wikipedia.org/wiki/Buff-thighed_puffleg
1487,Haplophaedia lugens,Hoary Puffleg,hoapuf1,4553,Hummingbirds,HOPU,HALU,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1524,6262,Hoary Puffleg,Haplophaedia lugens,Haplophaedia lugens,https://inaturalist-open-data.s3.amazonaws.com/photos/58027227/medium.jpg,http://en.wikipedia.org/wiki/Hoary_puffleg
1488,Eriocnemis nigrivestis,Black-breasted Puffleg,blbpuf3,4554,Hummingbirds,BBPU,ERNI,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1525,6284,Black-breasted Puffleg,Eriocnemis nigrivestis,Eriocnemis nigrivestis,https://static.inaturalist.org/photos/72964133/medium.jpg,http://en.wikipedia.org/wiki/Black-breasted_puffleg
1489,Eriocnemis vestita,Glowing Puffleg,glopuf2,4556,Hummingbirds,GLPU,ERVE,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1527,6276,Glowing Puffleg,Eriocnemis vestita,Eriocnemis vestita,https://static.inaturalist.org/photos/105646012/medium.jpg,http://en.wikipedia.org/wiki/Glowing_puffleg
1490,Eriocnemis derbyi,Black-thighed Puffleg,bltpuf1,4561,Hummingbirds,BTPU,ERDE,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1528,6289,Black-thighed Puffleg,Eriocnemis derbyi,Eriocnemis derbyi,https://static.inaturalist.org/photos/107731426/medium.jpg,http://en.wikipedia.org/wiki/Black-thighed_puffleg
1491,Eriocnemis godini,Turquoise-throated Puffleg,tutpuf1,4562,Hummingbirds,TTPU,ERGO,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1529,6285,Turquoise-throated Puffleg,Eriocnemis godini,Eriocnemis godini,https://inaturalist-open-data.s3.amazonaws.com/photos/13131177/medium.jpg,http://en.wikipedia.org/wiki/Turquoise-throated_puffleg
1492,Eriocnemis cupreoventris,Coppery-bellied Puffleg,cobpuf1,4563,Hummingbirds,CBPU,ERCU,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1530,6281,Coppery-bellied Puffleg,Eriocnemis cupreoventris,Eriocnemis cupreoventris,https://static.inaturalist.org/photos/2996741/medium.jpg,http://en.wikipedia.org/wiki/Coppery-bellied_puffleg
1493,Eriocnemis luciani,Sapphire-vented Puffleg,savpuf1,4564,Hummingbirds,SVNP SVPU,ERLU,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1531,6270,Sapphire-vented Puffleg,Eriocnemis luciani,Eriocnemis luciani,https://inaturalist-open-data.s3.amazonaws.com/photos/120711920/medium.jpg,http://en.wikipedia.org/wiki/Sapphire-vented_puffleg
1494,Eriocnemis mosquera,Golden-breasted Puffleg,gobpuf1,4572,Hummingbirds,GBPU,ERMO,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1532,6282,Golden-breasted Puffleg,Eriocnemis mosquera,Eriocnemis mosquera,https://inaturalist-open-data.s3.amazonaws.com/photos/35375266/medium.jpg,http://en.wikipedia.org/wiki/Golden-breasted_puffleg
1495,Eriocnemis glaucopoides,Blue-capped Puffleg,blcpuf1,4573,Hummingbirds,BCPU,ERGL,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1533,6269,Blue-capped Puffleg,Eriocnemis glaucopoides,Eriocnemis glaucopoides,https://inaturalist-open-data.s3.amazonaws.com/photos/113103018/medium.jpeg,http://en.wikipedia.org/wiki/Blue-capped_puffleg
1496,Eriocnemis aline,Emerald-bellied Puffleg,embpuf1,4575,Hummingbirds,EBPU,ERAL,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1535,201074,Emerald-bellied Puffleg,Eriocnemis aline,Eriocnemis aline,https://inaturalist-open-data.s3.amazonaws.com/photos/237102256/medium.jpeg,http://en.wikipedia.org/wiki/Emerald-bellied_puffleg
1497,Loddigesia mirabilis,Marvelous Spatuletail,marspa1,4578,Hummingbirds,MASP,LOMI,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1536,6335,Marvelous Spatuletail,Loddigesia mirabilis,Loddigesia mirabilis,https://inaturalist-open-data.s3.amazonaws.com/photos/7357/medium.jpg,http://en.wikipedia.org/wiki/Marvellous_spatuletail
1498,Aglaeactis cupripennis,Shining Sunbeam,shisun1,4579,Hummingbirds,SHSU,AGCU,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1537,6210,Shining Sunbeam,Aglaeactis cupripennis,Aglaeactis cupripennis,https://static.inaturalist.org/photos/13840437/medium.jpg,http://en.wikipedia.org/wiki/Shining_sunbeam
1499,Aglaeactis castelnaudii,White-tufted Sunbeam,whtsun1,4582,Hummingbirds,WTSU,AGCA,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1538,6207,White-tufted Sunbeam,Aglaeactis castelnaudii,Aglaeactis castelnaudii,https://static.inaturalist.org/photos/30072322/medium.jpg,http://en.wikipedia.org/wiki/White-tufted_sunbeam
1500,Aglaeactis aliciae,Purple-backed Sunbeam,pubsun1,4587,Hummingbirds,PBSU,AGAL,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1539,6205,Purple-backed Sunbeam,Aglaeactis aliciae,Aglaeactis aliciae,https://static.inaturalist.org/photos/56750827/medium.jpg,http://en.wikipedia.org/wiki/Purple-backed_sunbeam
1501,Aglaeactis pamela,Black-hooded Sunbeam,blhsun1,4588,Hummingbirds,BHSU,AGPA,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1540,6206,Black-hooded Sunbeam,Aglaeactis pamela,Aglaeactis pamela,https://inaturalist-open-data.s3.amazonaws.com/photos/82993110/medium.jpeg,http://en.wikipedia.org/wiki/Black-hooded_sunbeam
1502,Coeligena coeligena,Bronzy Inca,broinc1,4589,Hummingbirds,BRIN,COCO,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1541,6214,Collared Inca,Coeligena torquata,Coeligena torquata,https://inaturalist-open-data.s3.amazonaws.com/photos/163564735/medium.jpeg,http://en.wikipedia.org/wiki/Collared_inca
1503,Coeligena wilsoni,Brown Inca,broinc2,4596,Hummingbirds,BRIN,COWI,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1542,6236,Brown Inca,Coeligena wilsoni,Coeligena wilsoni,https://inaturalist-open-data.s3.amazonaws.com/photos/1582958/medium.jpg,http://en.wikipedia.org/wiki/Brown_inca
1504,Coeligena prunellei,Black Inca,blainc1,4597,Hummingbirds,BLIN,COPR,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1543,6252,Black Inca,Coeligena prunellei,Coeligena prunellei,https://inaturalist-open-data.s3.amazonaws.com/photos/132413097/medium.jpeg,http://en.wikipedia.org/wiki/Black_inca
1505,Coeligena torquata,Collared Inca,colinc1,4598,Hummingbirds,COIN,COTO,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1544,6214,Collared Inca,Coeligena torquata,Coeligena torquata,https://inaturalist-open-data.s3.amazonaws.com/photos/163564735/medium.jpeg,http://en.wikipedia.org/wiki/Collared_inca
1506,Coeligena conradii,Green Inca,colinc4,4605,Hummingbirds,GRIN COIN,COCO,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1545,1434994,Green Inca,Coeligena conradii,Coeligena conradii,https://inaturalist-open-data.s3.amazonaws.com/photos/238997427/medium.jpeg,
1507,Coeligena inca,Gould's Inca,colinc3,4606,Hummingbirds,GOIN COIN,COIN,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1546,1434995,Gould's Inca,Coeligena inca,Coeligena inca,https://static.inaturalist.org/photos/161281848/medium.jpeg,
1508,Coeligena violifer,Violet-throated Starfrontlet,vitsta1,4609,Hummingbirds,VTSS VTST,COVI,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1547,6231,Violet-throated Starfrontlet,Coeligena violifer,Coeligena violifer,https://inaturalist-open-data.s3.amazonaws.com/photos/106475417/medium.jpg,http://en.wikipedia.org/wiki/Violet-throated_starfrontlet
1509,Coeligena iris,Rainbow Starfrontlet,raista1,4614,Hummingbirds,RAST,COIR,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1548,6245,Rainbow Starfrontlet,Coeligena iris,Coeligena iris,https://static.inaturalist.org/photos/12817453/medium.jpg,http://en.wikipedia.org/wiki/Rainbow_starfrontlet
1510,Coeligena phalerata,White-tailed Starfrontlet,whtsta1,4621,Hummingbirds,WTST,COPH,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1549,6253,White-tailed Starfrontlet,Coeligena phalerata,Coeligena phalerata,https://inaturalist-open-data.s3.amazonaws.com/photos/280357571/medium.jpeg,http://en.wikipedia.org/wiki/White-tailed_starfrontlet
1511,Coeligena orina,Dusky Starfrontlet,dussta1,4622,Hummingbirds,DUST GLST,COOR,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1550,72748,Dusky Starfrontlet,Coeligena orina,Coeligena orina,https://inaturalist-open-data.s3.amazonaws.com/photos/18255085/medium.jpg,http://en.wikipedia.org/wiki/Dusky_starfrontlet
1512,Coeligena lutetiae,Buff-winged Starfrontlet,buwsta1,4623,Hummingbirds,BWST,COLU,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1551,6237,Buff-winged Starfrontlet,Coeligena lutetiae,Coeligena lutetiae,https://static.inaturalist.org/photos/161654536/medium.jpg,http://en.wikipedia.org/wiki/Buff-winged_starfrontlet
1513,Coeligena consita,Perija Starfrontlet,gobsta2,4626,Hummingbirds,PEST,COCO,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1552,1435021,Perija Starfrontlet,Coeligena consita,Coeligena consita,https://inaturalist-open-data.s3.amazonaws.com/photos/12993340/medium.jpg,
1514,Coeligena bonapartei,Golden-bellied Starfrontlet,gobsta1,4627,Hummingbirds,GBST,COBO,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1553,6223,Golden-bellied Starfrontlet,Coeligena bonapartei,Coeligena bonapartei,https://inaturalist-open-data.s3.amazonaws.com/photos/12993340/medium.jpg,http://en.wikipedia.org/wiki/Golden-bellied_starfrontlet
1515,Coeligena eos,Merida Starfrontlet,gobsta4,4628,Hummingbirds,GOST MEST GTST,COEO,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1554,1435022,Merida Starfrontlet,Coeligena eos,Coeligena eos,https://inaturalist-open-data.s3.amazonaws.com/photos/12993281/medium.jpg,
1516,Coeligena helianthea,Blue-throated Starfrontlet,bltsta1,4629,Hummingbirds,BTST,COHE,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1555,6228,Blue-throated Starfrontlet,Coeligena helianthea,Coeligena helianthea,https://inaturalist-open-data.s3.amazonaws.com/photos/32825038/medium.jpg,http://en.wikipedia.org/wiki/Blue-throated_starfrontlet
1517,Lafresnaya lafresnayi,Mountain Velvetbreast,mouvel1,4634,Hummingbirds,MOVE,LALA,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1556,6056,Mountain Velvetbreast,Lafresnaya lafresnayi,Lafresnaya lafresnayi,https://inaturalist-open-data.s3.amazonaws.com/photos/239744085/medium.jpeg,http://en.wikipedia.org/wiki/Mountain_velvetbreast
1518,Ensifera ensifera,Sword-billed Hummingbird,swbhum1,4642,Hummingbirds,SBHU,ENEN,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1557,6458,Sword-billed Hummingbird,Ensifera ensifera,Ensifera ensifera,https://inaturalist-open-data.s3.amazonaws.com/photos/313301379/medium.jpg,http://en.wikipedia.org/wiki/Sword-billed_hummingbird
1519,Pterophanes cyanopterus,Great Sapphirewing,gresap1,4643,Hummingbirds,GRSA,PTCY,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1558,6150,Great Sapphirewing,Pterophanes cyanopterus,Pterophanes cyanopterus,https://static.inaturalist.org/photos/328358926/medium.jpeg,http://en.wikipedia.org/wiki/Great_sapphirewing
1520,Boissonneaua flavescens,Buff-tailed Coronet,butcor1,4647,Hummingbirds,BTCO,BOFL,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1559,6447,Buff-tailed Coronet,Boissonneaua flavescens,Boissonneaua flavescens,https://inaturalist-open-data.s3.amazonaws.com/photos/570644/medium.jpg,http://en.wikipedia.org/wiki/Buff-tailed_coronet
1521,Boissonneaua matthewsii,Chestnut-breasted Coronet,chbcor1,4650,Hummingbirds,CBCO,BOMA,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1560,6445,Chestnut-breasted Coronet,Boissonneaua matthewsii,Boissonneaua matthewsii,https://inaturalist-open-data.s3.amazonaws.com/photos/185027911/medium.png,http://en.wikipedia.org/wiki/Chestnut-breasted_coronet
1522,Boissonneaua jardini,Velvet-purple Coronet,vepcor1,4651,Hummingbirds,VPCO,BOJA,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1561,6446,Velvet-purple Coronet,Boissonneaua jardini,Boissonneaua jardini,https://inaturalist-open-data.s3.amazonaws.com/photos/34073498/medium.jpg,http://en.wikipedia.org/wiki/Velvet-purple_coronet
1523,Ocreatus underwoodii,White-booted Racket-tail,boorat1,4653,Hummingbirds,WBRT BRTA,OCUN,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1,,1562,5858,White-booted Racket-tail,Ocreatus underwoodii,Ocreatus underwoodii,https://static.inaturalist.org/photos/178959792/medium.jpg,http://en.wikipedia.org/wiki/White-booted_racket-tail
